timestamp,open,high,low,close,volume
1772175600,67658.14000000,67774.48000000,67459.30000000,67690.60000000,896.56486000
1772179200,67690.60000000,68079.83000000,67655.86000000,67926.24000000,712.98047000
1772182800,67926.25000000,68149.93000000,67284.22000000,67355.73000000,1377.29020000
1772186400,67355.72000000,67416.78000000,66574.00000000,66604.91000000,1414.83211000
1772190000,66604.90000000,66778.68000000,65960.01000000,66126.99000000,1399.59256000
1772193600,66126.99000000,66217.42000000,65734.71000000,65928.01000000,1855.03329000
1772197200,65928.01000000,66344.90000000,65649.34000000,66270.55000000,1278.55317000
1772200800,66270.55000000,66334.87000000,65686.64000000,65887.59000000,1404.23206000
1772204400,65887.59000000,66311.11000000,65845.18000000,66095.40000000,957.11978000
1772208000,66095.40000000,66121.03000000,65462.93000000,65475.21000000,1135.56487000
1772211600,65475.21000000,65765.06000000,65113.72000000,65703.19000000,1265.39709000
1772215200,65703.18000000,65788.07000000,65228.33000000,65314.76000000,623.00837000
1772218800,65314.76000000,65457.35000000,65172.60000000,65392.18000000,851.95591000
1772222400,65392.18000000,65666.66000000,65392.18000000,65594.67000000,444.86468000
1772226000,65594.67000000,65749.94000000,65400.00000000,65527.59000000,282.65640000
1772229600,65527.59000000,65673.33000000,64914.46000000,65637.99000000,713.53490000
1772233200,65638.00000000,65953.20000000,65551.67000000,65872.10000000,326.86120000
1772236800,65872.09000000,66025.52000000,65721.13000000,65942.00000000,334.42449000
1772240400,65942.01000000,65971.93000000,65743.71000000,65770.36000000,267.81274000
1772244000,65770.36000000,66018.85000000,65761.94000000,65961.13000000,204.09288000
1772247600,65961.13000000,65982.34000000,65745.39000000,65797.42000000,239.41397000
1772251200,65797.42000000,65818.44000000,65488.00000000,65663.20000000,311.53682000
1772254800,65663.21000000,65729.65000000,65500.00000000,65591.03000000,300.20395000
1772258400,65591.03000000,65591.04000000,63030.00000000,63216.01000000,3175.19445000
1772262000,63216.01000000,64327.22000000,63038.00000000,63826.00000000,2127.97927000
1772265600,63825.99000000,63877.09000000,63411.39000000,63473.28000000,1118.13838000
1772269200,63473.27000000,64005.35000000,63372.10000000,63658.54000000,737.11739000
1772272800,63658.55000000,64053.93000000,63452.64000000,64010.39000000,1633.42712000
1772276400,64010.38000000,64307.44000000,63791.25000000,63844.20000000,1245.63976000
1772280000,63844.20000000,64082.66000000,63827.20000000,64017.19000000,474.84169000
1772283600,64017.18000000,65216.97000000,63888.89000000,65106.44000000,1748.13055000
1772287200,65106.45000000,65360.51000000,64278.50000000,64435.61000000,1331.97244000
1772290800,64435.62000000,65020.75000000,64200.00000000,64841.18000000,731.53889000
1772294400,64841.17000000,65206.25000000,64681.81000000,65094.30000000,500.23365000
1772298000,65094.29000000,65555.00000000,64828.03000000,65442.62000000,595.58409000
1772301600,65442.61000000,66157.61000000,65185.70000000,65911.84000000,830.58148000
1772305200,65911.83000000,66666.65000000,65602.65000000,66362.01000000,1072.73124000
1772308800,66362.01000000,67151.68000000,66190.61000000,66959.62000000,840.13263000
1772312400,66959.63000000,67055.56000000,66368.42000000,66723.22000000,934.75984000
1772316000,66723.23000000,67760.00000000,66608.82000000,67103.64000000,1310.09118000
1772319600,67103.63000000,67210.00000000,66733.73000000,66973.26000000,483.13759000
1772323200,66973.26000000,67121.80000000,66620.50000000,66791.29000000,560.35194000
1772326800,66791.29000000,67703.32000000,66042.72000000,67339.36000000,1630.19028000
1772330400,67339.36000000,68199.99000000,67339.36000000,67620.65000000,1861.82270000
1772334000,67620.65000000,67813.33000000,67400.00000000,67502.16000000,637.99716000
1772337600,67502.16000000,67612.14000000,67079.36000000,67346.50000000,631.60541000
1772341200,67346.50000000,67574.65000000,67200.00000000,67292.09000000,437.89406000
1772344800,67292.08000000,67345.80000000,66749.35000000,66926.68000000,1159.96329000
1772348400,66926.69000000,67235.72000000,66784.58000000,67141.39000000,937.93278000
1772352000,67141.40000000,67292.30000000,66389.33000000,66560.14000000,1475.81311000
1772355600,66560.14000000,66771.10000000,66246.95000000,66410.08000000,815.73368000
1772359200,66410.09000000,66731.47000000,66215.71000000,66467.06000000,621.17753000
1772362800,66467.07000000,66661.61000000,66372.27000000,66468.03000000,338.19615000
1772366400,66468.04000000,66550.00000000,66241.97000000,66296.48000000,388.82935000
1772370000,66296.48000000,67360.57000000,66132.27000000,66934.79000000,1311.02111000
1772373600,66934.80000000,67320.19000000,66752.58000000,66847.80000000,911.62631000
1772377200,66847.80000000,67243.69000000,66828.60000000,66842.42000000,1028.55576000
1772380800,66842.42000000,67112.37000000,65730.28000000,66135.45000000,1500.74296000
1772384400,66135.45000000,66219.77000000,65699.98000000,65979.61000000,952.19730000
1772388000,65979.61000000,66657.44000000,65979.61000000,66316.83000000,906.08265000
1772391600,66316.84000000,66345.95000000,65772.29000000,65962.17000000,541.15631000
1772395200,65962.16000000,65962.16000000,65084.02000000,65300.00000000,961.21349000
1772398800,65300.01000000,65756.50000000,65281.83000000,65666.20000000,996.50526000
1772402400,65666.19000000,66491.43000000,65056.00000000,65268.71000000,1763.29476000
1772406000,65268.71000000,66080.00000000,65125.67000000,65776.47000000,831.95524000
1772409600,65776.48000000,66796.44000000,65761.04000000,66501.52000000,990.08260000
1772413200,66501.52000000,67079.00000000,66358.45000000,66532.02000000,886.93071000
1772416800,66532.02000000,66609.94000000,65890.50000000,66276.77000000,554.16265000
1772420400,66276.77000000,67037.22000000,66101.07000000,66820.03000000,509.41240000
1772424000,66820.03000000,66975.74000000,66633.13000000,66862.12000000,750.65203000
1772427600,66862.11000000,66995.64000000,66547.81000000,66730.78000000,887.19458000
1772431200,66730.78000000,66739.45000000,66062.83000000,66204.90000000,677.75967000
1772434800,66204.90000000,66209.46000000,65542.60000000,66007.52000000,1294.85905000
1772438400,66007.80000000,66306.00000000,65654.54000000,66282.00000000,1104.41132000
1772442000,66281.99000000,66720.84000000,66164.96000000,66168.62000000,1786.28426000
1772445600,66168.61000000,66381.74000000,66079.24000000,66316.40000000,436.29038000
1772449200,66316.39000000,66462.40000000,66003.59000000,66359.68000000,1034.77975000
1772452800,66359.67000000,66391.38000000,65874.92000000,65963.43000000,763.09374000
1772456400,65963.43000000,66157.28000000,65350.00000000,65440.01000000,1576.81345000
1772460000,65440.01000000,67220.81000000,65259.21000000,67177.06000000,3015.13713000
1772463600,67177.05000000,69617.74000000,66975.29000000,69130.20000000,5476.56874000
1772467200,69130.20000000,70096.00000000,68933.69000000,69428.62000000,3440.03188000
1772470800,69428.62000000,69578.00000000,68793.88000000,69198.00000000,1445.44150000
1772474400,69198.00000000,69268.15000000,68727.83000000,68877.67000000,1055.74310000
1772478000,68877.67000000,69049.32000000,68576.18000000,68966.53000000,886.89114000
1772481600,68966.52000000,69505.00000000,68584.90000000,69106.58000000,1028.13825000
1772485200,69106.58000000,69539.77000000,69000.71000000,69413.82000000,441.38382000
1772488800,69413.82000000,69501.62000000,69136.36000000,69440.49000000,1330.59238000
1772492400,69440.48000000,69479.58000000,68740.00000000,68830.06000000,637.72978000
1772496000,68830.06000000,69166.61000000,68644.38000000,69092.88000000,602.91075000
1772499600,69092.89000000,69258.08000000,68755.00000000,68760.01000000,452.46998000
1772503200,68760.01000000,68774.13000000,68210.71000000,68512.17000000,848.26905000
1772506800,68512.17000000,68550.00000000,68231.47000000,68377.94000000,458.44735000
1772510400,68377.94000000,68454.63000000,68050.11000000,68123.20000000,436.46143000
1772514000,68123.19000000,68617.42000000,67845.84000000,67947.75000000,913.85345000
1772517600,67947.75000000,68250.24000000,67800.00000000,68106.73000000,821.19287000
1772521200,68106.73000000,68275.20000000,67951.24000000,68172.80000000,1165.60519000
1772524800,68172.79000000,68311.83000000,66905.00000000,67003.30000000,1883.45220000
1772528400,67003.30000000,67184.71000000,66340.14000000,66647.98000000,1767.88336000
1772532000,66647.98000000,67030.75000000,66440.46000000,66860.30000000,1159.50732000
1772535600,66860.30000000,67166.50000000,66779.37000000,67026.61000000,1271.91624000
1772539200,67026.60000000,67973.20000000,67025.93000000,67399.85000000,1323.51079000
1772542800,67399.85000000,67435.00000000,66635.30000000,66931.31000000,709.75818000
1772546400,66931.32000000,67603.94000000,66158.00000000,66568.95000000,1714.82463000
1772550000,66568.95000000,67834.93000000,66471.79000000,67725.81000000,1695.19520000
1772553600,67725.82000000,68999.00000000,67473.09000000,68175.90000000,2581.91143000
1772557200,68175.89000000,68400.00000000,67626.53000000,68318.66000000,982.14848000
1772560800,68318.66000000,68914.01000000,67976.47000000,68628.49000000,974.13002000
1772564400,68628.50000000,68888.88000000,68312.83000000,68435.00000000,946.51026000
1772568000,68435.00000000,68591.24000000,68092.10000000,68266.00000000,592.99873000
1772571600,68265.99000000,68265.99000000,67832.30000000,68024.62000000,519.92364000
1772575200,68024.63000000,68524.54000000,68024.62000000,68327.20000000,573.87256000
1772578800,68327.20000000,68860.00000000,68245.64000000,68338.00000000,575.48869000
1772582400,68338.01000000,68413.90000000,67857.61000000,68093.19000000,767.61923000
1772586000,68093.20000000,68909.34000000,67963.28000000,68405.00000000,1294.62328000
1772589600,68405.00000000,68447.72000000,67984.56000000,68323.33000000,798.11328000
1772593200,68323.33000000,68383.63000000,67400.00000000,67732.20000000,954.50771000
1772596800,67732.19000000,67954.89000000,67467.60000000,67786.00000000,1066.38980000
1772600400,67786.00000000,68397.84000000,67682.64000000,68206.59000000,666.28769000
1772604000,68206.58000000,68678.76000000,68048.63000000,68508.02000000,1288.48108000
1772607600,68508.02000000,69668.00000000,68349.49000000,69493.13000000,2067.68212000
1772611200,69493.14000000,71163.00000000,69098.91000000,71011.40000000,4675.35650000
1772614800,71011.40000000,71893.00000000,70724.26000000,71520.76000000,4196.19004000
1772618400,71520.76000000,71878.17000000,71200.00000000,71348.92000000,2079.39146000
1772622000,71348.92000000,71499.75000000,70928.25000000,71111.40000000,1195.15977000
1772625600,71111.40000000,71364.14000000,70588.00000000,71339.71000000,1486.53558000
1772629200,71339.72000000,71624.99000000,71214.40000000,71477.17000000,1568.26840000
1772632800,71477.17000000,72633.00000000,71300.10000000,71621.04000000,4139.07950000
1772636400,71621.03000000,73479.75000000,71580.62000000,73396.88000000,4184.35996000
1772640000,73396.87000000,73500.00000000,72541.69000000,73294.84000000,2627.55973000
1772643600,73294.84000000,73759.99000000,72932.80000000,73218.92000000,2258.87830000
1772647200,73218.93000000,73700.00000000,72912.11000000,73693.50000000,1121.53690000
1772650800,73693.50000000,74050.00000000,73516.00000000,73611.10000000,2657.03129000
1772654400,73611.67000000,73716.00000000,73001.05000000,73019.68000000,904.52712000
1772658000,73019.69000000,73322.93000000,72878.00000000,73309.72000000,836.52696000
1772661600,73309.73000000,73523.31000000,72638.29000000,72705.86000000,894.79856000
1772665200,72705.86000000,72880.88000000,72313.04000000,72666.77000000,1190.17184000
1772668800,72666.77000000,73000.00000000,72553.65000000,72760.00000000,1004.77646000
1772672400,72759.99000000,73306.82000000,72409.10000000,72538.72000000,821.18852000
1772676000,72538.72000000,72916.50000000,72336.76000000,72506.19000000,628.62779000
1772679600,72506.18000000,72750.00000000,72344.51000000,72497.89000000,668.37206000
1772683200,72497.89000000,73081.08000000,72447.96000000,72815.70000000,750.00710000
1772686800,72815.70000000,72912.82000000,72260.74000000,72412.15000000,1085.89796000
1772690400,72412.15000000,72655.23000000,72037.56000000,72553.62000000,1063.10490000
1772694000,72553.63000000,72675.07000000,71759.95000000,72055.50000000,1447.01462000
1772697600,72055.50000000,72370.21000000,71757.17000000,72333.70000000,1421.17898000
1772701200,72333.70000000,72875.85000000,72298.83000000,72591.59000000,1160.78148000
1772704800,72591.59000000,73558.15000000,72517.06000000,73388.92000000,1589.26780000
1772708400,73388.91000000,73449.96000000,72766.75000000,72915.79000000,2091.15218000
1772712000,72915.80000000,73063.38000000,72666.93000000,72890.73000000,729.99152000
1772715600,72890.73000000,72935.30000000,72189.70000000,72467.79000000,1108.98859000
1772719200,72467.79000000,72835.73000000,71944.18000000,72609.29000000,1446.63499000
1772722800,72609.30000000,72770.00000000,71168.65000000,71652.77000000,2321.94313000
1772726400,71652.77000000,71654.65000000,70786.06000000,71305.92000000,1736.25108000
1772730000,71305.92000000,71572.00000000,70645.47000000,70704.41000000,1223.37093000
1772733600,70703.37000000,71090.32000000,70656.63000000,70990.65000000,720.55573000
1772737200,70990.66000000,71430.78000000,70870.00000000,70918.07000000,626.47744000
1772740800,70918.08000000,71394.45000000,70840.00000000,71236.51000000,496.74041000
1772744400,71236.51000000,71572.30000000,71023.52000000,71141.93000000,546.48691000
1772748000,71141.93000000,71364.45000000,71074.45000000,71208.54000000,834.62565000
1772751600,71208.54000000,71292.44000000,70777.00000000,70890.72000000,1067.07630000
1772755200,70891.02000000,71047.95000000,70784.00000000,70988.19000000,673.46080000
1772758800,70988.19000000,71301.74000000,70344.03000000,71257.20000000,1057.89391000
1772762400,71257.20000000,71419.98000000,71036.00000000,71252.43000000,752.48392000
1772766000,71252.43000000,71305.42000000,71000.00000000,71080.38000000,548.09403000
1772769600,71080.37000000,71120.17000000,70270.21000000,70613.61000000,667.82412000
1772773200,70613.61000000,70658.01000000,70143.19000000,70436.19000000,966.11543000
1772776800,70436.18000000,70853.37000000,70261.23000000,70597.23000000,672.31367000
1772780400,70597.23000000,71192.76000000,70468.97000000,71056.44000000,782.05786000
1772784000,71056.44000000,71067.58000000,70735.85000000,70789.49000000,569.42569000
1772787600,70789.49000000,70808.65000000,70300.00000000,70565.56000000,637.97560000
1772791200,70565.56000000,70800.00000000,70467.88000000,70527.93000000,469.81877000
1772794800,70527.93000000,70643.27000000,70184.01000000,70212.95000000,763.93539000
1772798400,70212.94000000,70224.84000000,69660.00000000,69907.00000000,1907.43626000
1772802000,69907.00000000,70341.76000000,69208.00000000,69208.00000000,2069.72961000
1772805600,69213.18000000,69273.87000000,68176.47000000,68409.89000000,3148.50679000
1772809200,68409.89000000,69100.00000000,68306.00000000,68504.71000000,1428.68549000
1772812800,68504.71000000,68795.44000000,68222.00000000,68446.52000000,955.00949000
1772816400,68446.52000000,68642.69000000,67744.78000000,67955.10000000,1236.78923000
1772820000,67955.10000000,68476.47000000,67955.10000000,68181.20000000,514.98068000
1772823600,68181.20000000,68485.01000000,68004.15000000,68131.79000000,617.63492000
1772827200,68131.79000000,68285.71000000,67777.00000000,68111.03000000,668.61830000
1772830800,68111.03000000,68333.33000000,67919.72000000,68289.10000000,604.80896000
1772834400,68289.11000000,68440.92000000,68221.38000000,68319.89000000,304.91261000
1772838000,68319.90000000,68371.24000000,68105.71000000,68114.02000000,611.37569000
1772841600,68114.02000000,68394.09000000,68105.73000000,68290.45000000,653.38105000
1772845200,68290.46000000,68369.11000000,68180.95000000,68262.01000000,316.06145000
1772848800,68262.01000000,68367.73000000,68060.60000000,68350.04000000,316.96409000
1772852400,68350.05000000,68551.04000000,68095.50000000,68095.50000000,450.32011000
1772856000,68095.50000000,68147.73000000,67817.00000000,68063.43000000,621.66509000
1772859600,68063.42000000,68140.49000000,67908.00000000,68018.26000000,493.88772000
1772863200,68018.27000000,68021.14000000,67612.21000000,67690.86000000,489.36583000
1772866800,67690.86000000,67865.23000000,67446.41000000,67842.67000000,768.74899000
1772870400,67842.67000000,68045.07000000,67720.98000000,67795.40000000,465.95331000
1772874000,67795.40000000,68074.97000000,67738.31000000,68000.00000000,332.46219000
1772877600,68000.00000000,68102.73000000,67870.43000000,67880.31000000,319.42039000
1772881200,67880.31000000,68232.27000000,67841.67000000,68010.01000000,372.24149000
1772884800,68010.00000000,68085.41000000,67900.01000000,67992.54000000,359.03867000
1772888400,67992.54000000,68081.16000000,67855.82000000,67931.06000000,318.23636000
1772892000,67931.06000000,68083.79000000,67609.44000000,68016.70000000,473.27443000
1772895600,68016.70000000,68034.67000000,67769.89000000,67877.45000000,577.84468000
1772899200,67877.45000000,67889.68000000,67702.20000000,67783.63000000,349.26910000
1772902800,67783.63000000,67935.01000000,67768.97000000,67788.41000000,217.68104000
1772906400,67788.40000000,67788.41000000,67480.00000000,67568.13000000,1180.24782000
1772910000,67568.13000000,67572.35000000,66915.26000000,67080.34000000,1312.23020000
1772913600,67080.33000000,67437.50000000,67068.01000000,67402.98000000,590.47118000
1772917200,67402.98000000,67483.05000000,67281.34000000,67452.98000000,638.99995000
1772920800,67452.97000000,67469.87000000,67101.31000000,67258.65000000,706.81324000
1772924400,67258.65000000,67403.85000000,67183.39000000,67262.91000000,394.96477000
1772928000,67262.91000000,67481.96000000,67181.04000000,67194.77000000,552.27054000
1772931600,67194.77000000,67353.57000000,67090.00000000,67297.27000000,565.85563000
1772935200,67297.27000000,67426.52000000,66833.58000000,66925.44000000,765.90711000
1772938800,66925.45000000,67083.10000000,66850.00000000,67000.26000000,999.40624000
1772942400,67000.26000000,67100.01000000,66547.15000000,66637.36000000,1206.88314000
1772946000,66637.35000000,67250.24000000,66617.76000000,67149.93000000,402.00353000
1772949600,67149.93000000,67231.86000000,67035.18000000,67161.52000000,246.63235000
1772953200,67161.52000000,67465.11000000,67154.91000000,67319.91000000,1010.57902000
1772956800,67319.90000000,67577.36000000,67156.93000000,67539.33000000,1008.62460000
1772960400,67539.34000000,67905.03000000,67474.00000000,67681.00000000,1111.87857000
1772964000,67681.00000000,68200.00000000,67680.99000000,67904.14000000,646.22527000
1772967600,67904.15000000,67904.15000000,67411.76000000,67515.00000000,536.67584000
1772971200,67515.00000000,67650.94000000,66888.00000000,67324.72000000,902.41572000
1772974800,67324.71000000,67431.81000000,66761.68000000,67234.86000000,1987.58970000
1772978400,67234.86000000,67426.69000000,67055.73000000,67339.76000000,695.31699000
1772982000,67339.75000000,67369.36000000,67080.00000000,67218.23000000,879.16155000
1772985600,67218.23000000,67268.44000000,66802.47000000,66872.15000000,538.75590000
1772989200,66872.15000000,67179.98000000,66800.01000000,67065.00000000,812.42846000
1772992800,67065.00000000,67076.00000000,66745.54000000,66804.00000000,487.97779000
1772996400,66803.99000000,67485.24000000,66779.82000000,67337.42000000,711.10669000
1773000000,67337.41000000,67609.08000000,67028.45000000,67238.80000000,1144.93227000
1773003600,67238.79000000,67266.00000000,66712.69000000,67020.01000000,959.03531000
1773007200,67020.01000000,67020.01000000,65618.49000000,66236.80000000,2742.02435000
1773010800,66236.80000000,66569.24000000,65930.30000000,65971.20000000,679.95244000
1773014400,65971.20000000,66773.00000000,65821.97000000,66370.01000000,951.35538000
1773018000,66370.01000000,66698.05000000,66131.25000000,66196.01000000,2263.78882000
1773021600,66196.01000000,66707.58000000,65959.00000000,66537.32000000,752.57114000
1773025200,66537.32000000,67668.64000000,66512.88000000,67205.05000000,1256.29482000
1773028800,67205.06000000,67610.00000000,67093.09000000,67130.14000000,848.47762000
1773032400,67131.10000000,68069.29000000,67113.02000000,67911.16000000,1145.71148000
1773036000,67911.15000000,67939.55000000,67236.78000000,67267.18000000,578.70307000
1773039600,67267.18000000,67575.81000000,66853.48000000,67555.13000000,1253.45589000
1773043200,67555.13000000,67929.19000000,67391.89000000,67814.69000000,1615.43129000
1773046800,67814.69000000,68460.09000000,67566.65000000,67981.02000000,1225.43841000
1773050400,67981.03000000,68088.92000000,67556.72000000,67608.13000000,687.12244000
1773054000,67608.13000000,67855.82000000,67344.45000000,67764.98000000,577.58612000
1773057600,67764.99000000,68348.26000000,67759.57000000,68151.93000000,970.32854000
1773061200,68151.93000000,69300.00000000,68133.93000000,68976.00000000,2460.13662000
1773064800,68975.80000000,69480.00000000,68696.28000000,69151.50000000,2377.05802000
1773068400,69151.50000000,69254.87000000,68717.86000000,68863.66000000,1995.45638000
1773072000,68863.67000000,69225.00000000,68614.47000000,68960.12000000,1086.01117000
1773075600,68960.12000000,69088.49000000,68270.34000000,68600.71000000,889.54053000
1773079200,68600.71000000,68705.76000000,68179.12000000,68356.37000000,1350.25926000
1773082800,68356.37000000,69516.65000000,68356.37000000,68991.93000000,1713.56623000
1773086400,68991.93000000,69145.28000000,68762.20000000,68961.71000000,507.40424000
1773090000,68961.15000000,69102.53000000,68660.94000000,68919.72000000,782.51759000
1773093600,68919.71000000,69030.56000000,68597.00000000,68635.88000000,943.05059000
1773097200,68635.88000000,68694.73000000,68384.69000000,68432.16000000,665.45565000
1773100800,68432.16000000,69290.42000000,68391.41000000,69157.37000000,1134.03591000
1773104400,69157.36000000,69389.06000000,68786.04000000,69260.01000000,1073.30020000
1773108000,69260.00000000,70578.29000000,69103.12000000,70272.01000000,2010.96480000
1773111600,70272.00000000,70370.86000000,69390.00000000,69429.85000000,1096.27179000
1773115200,69429.85000000,70132.27000000,69429.85000000,70072.94000000,1112.05227000
1773118800,70072.95000000,70355.06000000,69885.71000000,69971.34000000,874.03346000
1773122400,69971.34000000,70185.24000000,69750.62000000,69910.91000000,1140.99151000
1773126000,69910.91000000,70546.74000000,69805.70000000,70406.01000000,1780.20471000
1773129600,70406.01000000,71097.64000000,70369.00000000,70709.37000000,1852.19984000
1773133200,70709.37000000,71300.00000000,70653.24000000,71078.92000000,1664.83143000
1773136800,71078.92000000,71086.86000000,70660.89000000,70774.04000000,1808.06147000
1773140400,70774.04000000,70865.73000000,70540.40000000,70580.94000000,945.42456000
1773144000,70580.95000000,70628.19000000,70290.88000000,70519.86000000,702.95479000
1773147600,70519.86000000,70926.46000000,69723.25000000,69921.12000000,1644.54716000
1773151200,69921.12000000,71527.54000000,69266.06000000,71467.81000000,2553.72955000
1773154800,71467.81000000,71777.00000000,70900.05000000,71346.16000000,2098.87598000
1773158400,71346.17000000,71700.00000000,70943.31000000,71268.59000000,1291.34054000
1773162000,71268.58000000,71452.00000000,70512.64000000,70868.61000000,1383.62950000
1773165600,70868.62000000,70914.90000000,69901.00000000,70013.87000000,1837.40169000
1773169200,70013.87000000,70290.00000000,69739.00000000,70043.63000000,992.60769000
1773172800,70043.63000000,70350.00000000,70007.52000000,70235.60000000,671.88971000
1773176400,70236.34000000,70417.30000000,69541.91000000,69763.01000000,830.86870000
1773180000,69763.02000000,69869.90000000,69452.42000000,69721.58000000,937.20086000
1773183600,69721.58000000,69981.80000000,69698.46000000,69948.63000000,1165.15914000
1773187200,69948.64000000,70173.25000000,69759.63000000,70044.87000000,728.92961000
1773190800,70044.87000000,70144.00000000,69880.00000000,70071.26000000,947.24879000
1773194400,70071.26000000,70119.59000000,69614.00000000,69810.72000000,1612.87548000
1773198000,69810.73000000,69887.11000000,69488.70000000,69551.91000000,1113.41409000
1773201600,69551.91000000,70281.87000000,69501.55000000,70130.99000000,759.41600000
1773205200,70130.99000000,70200.96000000,69420.00000000,69510.36000000,757.81378000
1773208800,69510.37000000,69996.00000000,69500.01000000,69950.01000000,391.73761000
1773212400,69950.01000000,70018.49000000,69500.67000000,69648.29000000,1171.57725000
1773216000,69648.28000000,69786.32000000,69500.00000000,69662.24000000,672.55865000
1773219600,69662.24000000,69752.06000000,69384.50000000,69466.75000000,939.05652000
1773223200,69466.75000000,69726.45000000,69390.91000000,69604.90000000,1028.34397000
1773226800,69604.90000000,69755.10000000,69150.28000000,69173.00000000,898.77254000
1773230400,69172.99000000,69777.66000000,68977.91000000,69361.13000000,1045.64069000
1773234000,69361.13000000,71091.18000000,69331.04000000,70186.09000000,2647.32148000
1773237600,70186.08000000,70987.00000000,69906.77000000,70578.70000000,2251.77658000
1773241200,70578.70000000,70654.43000000,69702.25000000,70227.91000000,1844.69630000
1773244800,70227.92000000,70826.39000000,70161.78000000,70570.71000000,1837.92404000
1773248400,70570.71000000,71321.00000000,70512.01000000,70785.99000000,2122.20651000
1773252000,70785.99000000,70895.31000000,70415.27000000,70617.64000000,1134.13411000
1773255600,70617.63000000,70742.38000000,70375.68000000,70641.82000000,644.23151000
1773259200,70641.81000000,70700.00000000,70394.23000000,70634.96000000,383.34496000
1773262800,70634.96000000,70777.17000000,70499.94000000,70741.26000000,576.42683000
1773266400,70741.27000000,70950.00000000,70241.53000000,70373.01000000,1098.26512000
1773270000,70373.01000000,70505.00000000,70125.83000000,70191.86000000,641.56300000
1773273600,70191.86000000,70353.87000000,70130.23000000,70225.34000000,658.09363000
1773277200,70225.34000000,70226.94000000,69754.94000000,69841.31000000,760.55263000
1773280800,69841.30000000,69887.93000000,69226.52000000,69286.56000000,742.38929000
1773284400,69286.55000000,69628.25000000,69246.23000000,69446.61000000,415.13842000
1773288000,69446.61000000,69676.88000000,69296.43000000,69372.00000000,436.68208000
1773291600,69372.00000000,69539.61000000,69205.91000000,69480.54000000,734.74043000
1773295200,69480.54000000,69561.84000000,69315.63000000,69501.44000000,719.76894000
1773298800,69501.45000000,69865.98000000,69408.88000000,69826.19000000,830.78197000
1773302400,69826.19000000,70116.37000000,69698.33000000,69917.37000000,1246.32882000
1773306000,69917.36000000,70400.00000000,69580.00000000,69952.51000000,1284.31562000
1773309600,69952.51000000,70511.00000000,69856.00000000,70412.11000000,911.03902000
1773313200,70412.10000000,70800.00000000,70367.97000000,70427.91000000,1207.70061000
